split,label,precision,recall,f1,support
semantic,constituinteRochaSedimentar,0.0,0.0,0.0,1
semantic,contextoGeologicoDeBacia,0.5135135135135135,0.9047619047619048,0.6551724137931034,21
semantic,elementoQuimico,0.6666666666666666,1.0,0.8,2
semantic,eon,0.9562043795620438,0.9776119402985075,0.966789667896679,134
semantic,epoca,0.8679245283018868,0.92,0.8932038834951457,100
semantic,era,0.91875,0.8497109826589595,0.8828828828828829,173
semantic,estratigrafia,1.0,1.0,1.0,10
semantic,estruturaGeologica,0.7692307692307693,0.6666666666666666,0.7142857142857142,15
semantic,estruturaSedimentar,0.75,1.0,0.8571428571428571,3
semantic,fosseis,0.0,0.0,0.0,2
semantic,geomorfologia,1.0,1.0,1.0,9
semantic,granulometria,1.0,1.0,1.0,2
semantic,idade,0.780952380952381,0.9647058823529412,0.8631578947368421,85
semantic,magmaticas,0.7913669064748201,0.8870967741935484,0.8365019011406843,124
semantic,metamorficas,0.7424242424242424,0.7538461538461538,0.7480916030534351,65
semantic,mineral,0.6022727272727273,1.0,0.75177304964539,53
semantic,periodo,0.926923076923077,0.9678714859437751,0.9469548133595286,249
semantic,planctonico,0.6666666666666666,1.0,0.8,4
semantic,procedimentoMetodologico,0.926829268292683,1.0,0.9620253164556963,38
semantic,sedimentaresCarbonaticas,0.8888888888888888,1.0,0.9411764705882353,16
semantic,sedimentaresOrganicas,0.8,1.0,0.888888888888889,4
semantic,sedimentaresSiliciclasticas,0.6909090909090909,0.8636363636363636,0.7676767676767676,44
semantic,sistemaPetrolifero,0.8787878787878788,0.9354838709677419,0.90625,62
semantic,unidadeEstratigrafica,0.8076923076923077,0.6,0.6885245901639345,35
semantic,unidadeGeotectonica,0.0,0.0,0.0,1
heur_len,ambienteSedimentacao,0.7368421052631579,0.717948717948718,0.7272727272727273,39
heur_len,baciaSedimentar,0.8380952380952381,0.8380952380952381,0.8380952380952381,105
heur_len,bentonico,1.0,0.6666666666666666,0.8,3
